Obj;2255,609619
Time;54,686001
Vehicle;Orig;Dest;Dist;Rel;Dead;ServTime;DemDest;ArrTimeDest;ArrBattDest;ArrLoadDest;RecTime;PlugUsed;StartRecharging;
1;0;16;37,313862;2,210000;9,380000;0,240000;27;2,210000;7,537228;673;0,000000;0;0,000000
1;16;6;5,798454;13,820000;43,160000;0,400000;33;13,820000;6,377537;640;0,000000;0;0,000000
1;6;15;5,261629;13,700000;42,939999;0,460000;46;14,325232;5,325211;594;0,000000;0;0,000000
1;15;19;1,322017;14,300000;45,090000;0,310000;26;14,811672;5,060808;568;0,000000;0;0,000000
1;19;17;3,747310;11,390000;36,860001;0,330000;33;15,196619;4,311346;535;0,000000;0;0,000000
1;17;18;7,712492;11,160000;35,889999;0,260000;24;15,680869;2,768847;511;0,000000;0;0,000000
1;18;13;5,077401;6,200000;21,549999;0,380000;47;16,042418;1,753367;464;0,000000;0;0,000000
1;13;9;1,598503;15,000000;47,900002;0,440000;40;16,454388;1,433666;424;0,000000;0;0,000000
1;9;5;2,237098;11,830000;38,240002;0,230000;29;16,939131;0,986247;395;0,000000;0;0,000000
1;5;14;3,466645;10,140000;32,770000;0,180000;20;17,238462;0,292918;375;0,000000;0;0,000000
1;14;41;1,108073;0,000000;0,000000;0,000000;0;17,440624;0,071303;375;14,559731;1;17,440624
1;41;8;7,316128;11,130000;35,250000;0,440000;37;32,146679;13,167809;338;0,000000;0;0,000000
1;8;1;2,083998;14,360000;44,470001;0,470000;39;32,628357;12,751009;299;0,000000;0;0,000000
1;1;2;0,780247;15,980000;49,599998;0,180000;22;33,113964;12,594959;277;0,000000;0;0,000000
1;2;4;3,587181;13,150000;42,310001;0,330000;30;33,365707;11,877523;247;0,000000;0;0,000000
1;4;0;34,410404;0,000000;0,000000;0,000000;0;34,383919;4,995442;247;0,000000;0;0,000000
2;0;7;41,780888;3,250000;12,370000;0,240000;22;3,250000;6,643823;678;0,000000;0;0,000000
2;7;10;6,545829;1,810000;6,970000;0,230000;23;3,620917;5,334657;655;0,000000;0;0,000000
2;10;11;5,188300;2,310000;9,580000;0,350000;29;3,954683;4,296997;626;0,000000;0;0,000000
2;11;3;4,369091;4,550000;16,530001;0,300000;25;4,550000;3,423178;601;0,000000;0;0,000000
2;3;12;3,658211;6,970000;23,070000;0,400000;50;6,970000;2,691536;551;0,000000;0;0,000000
2;12;20;4,553543;5,830000;20,490000;0,530000;44;7,461071;1,780828;507;0,000000;0;0,000000
2;20;41;4,548875;0,000000;0,000000;0,000000;0;8,082048;0,871053;507;5,860404;1;8,082048
2;41;0;33,657280;0,000000;0,000000;0,000000;0;14,615597;0,000000;507;0,000000;0;0,000000
3;0;26;44,466572;9,720000;32,119999;0,460000;38;9,720000;6,106686;662;0,000000;0;0,000000
3;26;28;3,024251;9,890000;32,160000;0,270000;27;10,240485;5,501835;635;0,000000;0;0,000000
3;28;37;0,893113;8,990000;28,510000;0,230000;21;10,528348;5,323213;614;0,000000;0;0,000000
3;37;36;1,775218;7,450000;24,830000;0,410000;46;10,793852;4,968169;568;0,000000;0;0,000000
3;36;40;3,530650;7,440000;23,450001;0,280000;35;11,274465;4,262039;533;0,000000;0;0,000000
3;40;24;5,847225;10,290000;33,810001;0,230000;26;11,671409;3,092594;507;0,000000;0;0,000000
3;24;35;2,775114;13,310000;41,340000;0,400000;50;13,310000;2,537571;457;0,000000;0;0,000000
3;35;27;0,747959;6,320000;20,469999;0,340000;34;13,724959;2,387980;423;0,000000;0;0,000000
3;27;34;2,995711;8,700000;27,139999;0,290000;32;14,124874;1,788837;391;0,000000;0;0,000000
3;34;31;1,613116;7,880000;24,959999;0,250000;21;14,447136;1,466214;370;0,000000;0;0,000000
3;31;25;0,930810;8,550000;27,590000;0,410000;41;14,715752;1,280052;329;0,000000;0;0,000000
3;25;38;2,191313;12,350000;39,970001;0,500000;42;15,169578;0,841790;287;0,000000;0;0,000000
3;38;42;3,820499;0,000000;0,000000;0,000000;0;15,745988;0,077690;287;6,084441;1;15,745988
3;42;22;4,347867;13,540000;43,160000;0,290000;32;21,917387;5,292557;255;0,000000;0;0,000000
3;22;42;4,347867;0,000000;0,000000;0,000000;0;22,294346;4,422983;255;2,308473;1;22,294346
3;42;0;33,657280;0,000000;0,000000;0,000000;0;25,275965;0,000000;255;0,000000;0;0,000000
4;0;21;33,954685;4,150000;14,020000;0,220000;22;4,150000;8,209063;678;0,000000;0;0,000000
4;21;39;10,708748;3,030000;10,130000;0,280000;23;4,584175;6,067313;655;0,000000;0;0,000000
4;39;30;3,422596;2,620000;9,500000;0,340000;43;4,932627;5,382794;612;0,000000;0;0,000000
4;30;32;7,545792;2,030000;7,990000;0,340000;38;5,423542;3,873636;574;0,000000;0;0,000000
4;32;29;3,655844;2,440000;9,080000;0,260000;32;5,836659;3,142467;542;0,000000;0;0,000000
4;29;33;2,567079;5,410000;17,629999;0,180000;22;6,148001;2,629051;520;0,000000;0;0,000000
4;33;23;6,202482;3,990000;14,490000;0,380000;38;6,452051;1,388555;482;0,000000;0;0,000000
4;23;42;5,319381;0,000000;0,000000;0,000000;0;6,938438;0,324678;482;6,406778;1;6,938438
4;42;0;33,657280;0,000000;0,000000;0,000000;0;14,018362;0,000000;482;0,000000;0;0,000000
